from_json,title,description,Topic Label,Positive/Negative/Neutral
Nov18_Right_pre.json,"Exclusive -- Rep. Lawler Warns: Mamdani’s Marxist Agenda Will Shatter NYC’s Global Financial Standing, Spark Mass Exodus","Rep. Mike Lawler (R-NY) warned New York City — the financial capital of the world — would face “a complete disaster” if socialist Assemblyman Zohran Mamdani takes power, cautioning his radical agenda on policing and governance will endanger the city’s safety …",NYC Exodus/Degredation,Negative
Nov18_Right_pre.json,Exclusive — Top 9/11 Lawyer: ‘We Can’t Let Mamdani Near City Hall’,"Survivors, first responders, and victims’ families from the 9/11 community are “disgusted and outraged” by Zohran Mamdani’s decision to campaign and pose for a smiling photo with a radical imam once named as an unindicted co-conspirator in the 1993 World Trad…",Racism,Negative
Nov18_Right_pre.json,Report: NYC Mayor Eric Adams to Endorse Andrew Cuomo for Mayor,New York City Mayor Eric Adams (D) is expected to endorse former New York Gov. Andrew Cuomo (I) for mayor. The post Report: NYC Mayor Eric Adams to Endorse Andrew Cuomo for Mayor appeared first on Breitbart.,Mayoral Election (analysis),Neutral
Nov18_Right_pre.json,Trump Administration Will Dole Out Partial SNAP Benefits amid Democrat Government Shutdown,The Trump administration is expected to dole out partial Supplemental Nutrition Assistance Program (SNAP) benefits as they were not given at the beginning of the month due to Democrats refusing to reopen the government more than a dozen times. The post Trump …,Trump,N/A
Nov18_Right_pre.json,Curtis Sliwa Melts Down on Radio Interview After Being Told He Will 'Lose Badly',"New York City (NYC) Republican mayoral candidate Curtis Sliwa melted down during a radio interview on Wednesday after he was informed he was ""going to lose badly."" The post Curtis Sliwa Melts Down on Radio Interview After Being Told He Will ‘Lose Badly’ appea…",Mayoral Election (analysis),Neutral
Nov18_Right_pre.json,Billionaire Mike Bloomberg Affirms Support for Andrew Cuomo in NYC Mayoral Race: Cuomo Has 'Experience',"Billionaire Michael Bloomberg reaffirmed his support for former New York Gov. Andrew Cuomo (D) in New York City's mayoral race, highlighting how ""Cuomo has the experience and toughness"" to stand up for the people of the city. The post Billionaire Mike Bloombe…",Mayoral Election (analysis),Negative
Nov18_Right_pre.json,"Suozzi: Raising Taxes, Minimum Wage Is Bad for NY, Do It at National Level","On Monday’s edition of CBS’s “The Takeout,” Rep. Tom Suozzi (D-NY) said that if New York raises taxes on the state or city levels, it will chase people and businesses out and raising the minimum wage would do likewise, and The post Suozzi: Raising Taxes, Mini…",Mayoral Election (analysis),Neutral
Nov18_Right_pre.json,Speaker Johnson: Democrats Shut Down the Government Because They Fear Far-Left Activists,"Democrats shut down the government because they fear far-left activists, House Speaker Mike Johnson (R-LA) said during a press conference on day 28 of the shutdown. The post Speaker Johnson: Democrats Shut Down the Government Because They Fear Far-Left Activi…",Democrat Party Politics,N/A
Nov18_Right_pre.json,ICE Cracks Down on Illegal Street Vendors in New York City,"Immigration and Customs Enforcement (ICE) agents descended on Chinatown’s Canal Street Tuesday, going after illegal street vendors. The post ICE Cracks Down on Illegal Street Vendors in New York City appeared first on Breitbart.",N/A,N/A
Nov18_Right_pre.json,Democrat Mikie Sherrill Faces Attacks from Both Directions as Election Nears,"Democratic gubernatorial candidate Mikie Sherrill is now the target of a mailer criticizing her positions from a newly formed outside group while, separately, a Republican sheriff candidate in Hudson County is rolling campaign trucks through neighborhoods urg…",N/A,N/A
Nov18_Right_pre.json,Nolte: Mean Girl AOC Tells Full-Time Mom Riley Gaines to ‘Get a Real Job’,Mean girl Rep. Alexandria Ocasio-Cortez (D-NY) used her verified X account to tell women’s rights activist and full-time mother Riley Gaines to “get a real job.” The post Nolte: Mean Girl AOC Tells Full-Time Mom Riley Gaines to ‘Get a Real Job’ appeared first…,N/A,N/A
Nov18_Right_pre.json,Exclusive—Elizabeth Barcohana: Newsom’s Proposition 50 Will Grow the Hamas Caucus in Washington,"Gavin Newsom's Prop 50 is a danger not just for California or Republicans, but for everyone. The post Exclusive—Elizabeth Barcohana: Newsom’s Proposition 50 Will Grow the Hamas Caucus in Washington appeared first on Breitbart.",Isreal-Palestine Conflict,N/A
Nov18_Right_pre.json,Exclusive--Veteran Action Ad Showcases Zohran Mamdani's 'Radical Islamic Agenda',"An ad from Veteran Action showcases the ""radical Islamic agenda"" of New York City's socialist mayoral candidate Zohran Mamdani. The post Exclusive–Veteran Action Ad Showcases Zohran Mamdani’s ‘Radical Islamic Agenda’ appeared first on Breitbart.",Racism,Negative
Nov18_Right_pre.json,Houston's Democrat Mayor Says He and Socialist Zohran Mamdani Exist in 'Different Universes',"The Democrat mayor of Houston, Texas, criticized Democrat socialist and New York City mayoral candidate Zohran Mamdani during a recent interview with the New York Times. The post Houston’s Democrat Mayor Says He and Socialist Zohran Mamdani Exist in ‘Differen…",Democrat Party Politics,Negative
Nov18_Left_post.json,RESULTS,"See live election results for the New York City mayoral race between Democrat Zohran Mamdani, Independent Andrew Cuomo and Republican Curtis Sliwa.",Mayoral Election (coverage),Neutral
Nov18_Left_post.json,Zohran Mamdani’s Young Revolution,"New York was once a city of possibilities, even for the less well-off. Can it be again?, wonders columnist Errol Louis.",NYC Exodus/Degredation,Negative
Nov18_Left_post.json,Inside Zohran Mamdani’s Election Day,"The photographer Sinna Nasseri embedded with Zohran Mamdani’s team on Election Day, capturing his journey from the voting booth to the barbershop to his victory party.",Mayoral Election (coverage),Positive
Nov18_Left_post.json,Trump Suggests He’s Open to Meeting Mamdani,"President Donald Trump suggested that he was open to meeting with Mayor-elect Zohran Mamdani, telling reporters, ‘We’ll work something out.’",Trump,Positive
Nov18_Left_post.json,What Curtis Sliwa Told Zohran Mamdani on Election Night,"Curtis Sliwa, the boisterous Republican who frustrated Andrew Cuomo, says he plans to do the same to Zohran Mamdani after a conciliatory phone call last night.",Mayoral Election (analysis),Neutral
Nov18_Left_post.json,Stefanik’s Campaign Launch Is Much About Mamdani,"In a video launching her gubernatorial campaign, Elise Stefanik tries to tie Kathy Hochul to Zohran Mamdani while also vowing to fight for affordability. She doesn’t mention Trump at all.",Trump,Neutral
Nov18_Left_post.json,How the Housing Proposals Will Turbocharge Mayor Mamdani,Nia Prater reports that three ballot initiatives approved by New Yorkers will turbocharge Mayor-elect Zohran Mamdani’s agenda to build more housing.,Mayoral Election (analysis),Positive
Nov18_Left_post.json,The End of the Bully,Ross Barkan writes that Zohran Mamdani defeated Andrew Cuomo and his cutthroat style of politics he tried and failed to bring from Albany to New York City.,Gossip,Positive
Nov18_Left_post.json,Will It Be Mamdani or Cuomo? Election Night Live Updates.,"Tonight’s the night. We’ll soon know whether the next mayor of New York will be Zohran Mamdani or Andrew Cuomo. Here are the latest results and updates, along with analysis and commentary, as Election Night plays out.",Mayoral Election (coverage),Neutral
Nov18_Left_post.json,Mamdani headed to victory in historic NYC mayor's race,"Zohran Mamdani beat out former New York Gov. Andrew Cuomo to become New York City's next mayor, in a race that captured national attention.",Mayoral Election (coverage),Positive
Nov18_Left_post.json,Zohran Mamdani’s win is a template for Democratic revival,"New York City Mayor-Elect Zohran Mamdani, who defeated Andrew Cuomo on Tuesday, showed the Democratic Party how to win with moral clarity.",Mayoral Election (analysis),Positive
Nov18_Left_post.json,Six Things to Know Now That It’s Election Day,"When we may know the winner, what the turnout means so far, and some other things to think about now that mayoral race between Zohran Mamdani and Andrew Cuomo is about to end.",Mayoral Election (coverage),Neutral
Nov18_Left_post.json,"As Mamdani nears victory, Democrats worry about national fallout",Democratic socialist Zohran Mamdani is on the cusp of a mayoral win in New York. And national Democrats are concerned about what that means for the party.,Democrat Party Politics,Negative
Nov18_Left_post.json,What Did the 2025 Election Mean?,"There’s a lot of excitement following Zohran Mamdani’s and Democrats’ big victories. There are a lot of takes, too. Here are some of the most interesting ones.",Mayoral Election (analysis),Positive
Nov18_Left_post.json,What the Polls Got Right and Wrong in the 2025 Elections,"In the scattered elections of 2025, polls underestimated the Democratic vote in New Jersey and Virginia and missed a Republican collapse in New York City — though they did predict Zohran Mamdani’s election as mayor.",Mayoral Election (coverage),Neutral
Nov18_Left_post.json,Megyn Kelly’s xenophobic rant against Zohran Mamdani is as MAGA as it gets,The right-wing pundit says Muslims like New York City's mayor-elect shouldn't hold office in the U.S.,Racism,Negative
Nov18_Left_post.json,ICE Wants NYPD Cops Who Are Mad About Mamdani,The agency put out a new recruitment ad that tries to promote and capitalize on postelection angst within the NYPD.,N/A,Negative
Nov18_Left_post.json,Minneapolis Dem mayor fends off democratic socialist challenge...,"Minneapolis Mayor Jacob Frey has won a third term, defeating challenger Omar Fateh in the city's ranked-choice voting election. Frey, a mainstream Democrat, led Fateh, a democratic socialist, by about 10 percentage points after the first round of counting. Th…",Democrat Party Politics,N/A
Nov18_Left_post.json,A Very Close Look at How Mamdani Carried the City,A conversation with voting data savant Michael Lange about where Mamdani and Cuomo dominated and what surprised him in the results.,Mayoral Election (analysis),Positive
Nov18_Left_post.json,Why Zohran Mamdani’s historic victory is so special,"New York elected its first Muslim mayor, Zohran Mamdani, amid bilious Islamophobia from his rivals, including former New York governor Andrew Cuomo.",Mayoral Election (analysis),Positive
Nov18_Left_post.json,Zohran Mamdani’s all-female transition team features familiar names,"New York City Mayor-elect Zohran Mamdani announced an all-female transition team on Wednesday, after winning a race in which he campaigned as a fresh face.",Mayoral Election (analysis),Positive
Nov18_Center_post.json,Forget Schumer and Pelosi. Zohran Mamdani is Republicans' new foil.,"The National Republican Congressional Committee plans to ""Make Mamdani and his policies the face of the Democratic Party,"" in the 2026 elections.",Democrat Party Politics,Negative
Nov18_Center_post.json,"New York will resist Trump 'intimidation,' Mayor-elect Zohran Mamdani says","Mayor-elect Zohran Mamdani appeared Wednesday on ""Good Morning America.""",Mayoral Election (coverage),Neutral
Nov18_Center_post.json,What to know about Zohran Mamdani's wife Rama Duwaji,Duwaji appeared with Mamdani after he secured his election win on Tuesday night.,Mayoral Election (coverage),Positive
Nov18_Center_post.json,Zohran Mamdani campaigned on free buses in New York City. The governor is pumping the brakes.,"New York Gov. Kathy Hochul says the transit system relies on bus and subway fares and that she ""cannot set forth a plan right now"" to change that.",Mayoral Election (analysis),Negative
Nov18_Center_post.json,"Zohran Mamdani makes history -- and strikes a chord among Muslims, South Asians",Democrat Zohran Mamdani's projected victory as New York City’s first Muslim and South Asian mayor marks a historic moment.,Mayoral Election (coverage),Positive
Nov18_Center_post.json,"WATCH: Democrat Zohran Mamdani will win the NYC mayoral race, ABC News projects",Mamdani is set to be the city's first Muslim mayor of south Asian descent.,Racism,Positive
Nov18_Center_post.json,Led by an immigrant': NYC Mayor-elect Mamdani calls out Trump in victory speech,The results of the mayoral race that skyrocketed to national attention are in: 34-year-old Zohran Mamdani is projected to be the next mayor of New York City.,Mayoral Election (analysis),Neutral
Nov18_Center_post.json,WATCH: Trump goes after Mamdani a day after NYC mayoral election,"President Trump said he'll ""take care"" of New York City after self-described democratic socialist Zohran Mandani won the city's mayoral election on Tuesday night.",Trump,Negative
Nov18_Center_post.json,Texas Gov. Abbott says he’ll ‘impose 100% tariff’ on New Yorkers who move in,"The power to impose tariffs falls within the federal government’s authority in the Constitution, not the states.",NYC Exodus/Degredation,Negative
Nov18_Center_post.json,New York City mayoral election results: Mamdani is projected winner in historic win,Follow live election results and candidate updates for NYC’s mayoral race.,Mayoral Election (coverage),Neutral
Nov18_Center_post.json,"Election Day live updates: Key races unfold in New York City, New Jersey and Virginia","Follow live coverage of the U.S. November 4, 2025 elections: Results, analysis, key state and local races, and what they mean for the 2026 midterms.",Mayoral Election (coverage),Neutral
Nov18_Center_post.json,"Mamdani's effect: Experts predict more millennial, Gen Z candidates will seek office","Zohran Mamdani's historic election win will likely not be the last time a candidate under 35 will win a major race, political experts said.",Mayoral Election (analysis),Positive
Nov18_Center_post.json,National spotlight shines on NYC mayoral race as voters make final decisions,"All eyes are on New York City as Election Day arrives, marking the final opportunity for voters to weigh in on the high-stakes mayoral race.",Mayoral Election (analysis),Neutral
Nov18_Center_post.json,"How Mamdani clinched the votes of young people, newcomers to NYC",Exit polls revealed Mamdani captured the majority of votes from the younger population and newcomers to the city.,Mayoral Election (analysis),Positive
Nov18_Center_post.json,"WATCH: California's Proposition 50 will pass, ABC News projects","California's Proposition 50, redrawing the congressional map to make five districts more Democratic-leaning, will pass, ABC News projects.",Democrat Party Politics,N/A
Nov18_Center_post.json,WATCH: Tate McRae caught singing into upside-down mic,Pop star Tate McRae had a viral moment after performing into the wrong end of her microphone.,N/A,N/A
Nov18_Center_post.json,WATCH: The 2025 NYC Marathon’s last finisher might be its most inspiring,"Juan Pablo Dos Santos was told he’d never walk again. This weekend, he finished the 2025 NYC Marathon in last place, in 15:21, to cheers as loud as the first-place winner’s.",N/A,N/A
Nov18_Center_post.json,WATCH: Fireball from deadly UPS plane crash in Louisville caught on camera,"A UPS cargo plane crashed shortly after takeoff in Louisville, Kentucky killing at least seven people.",N/A,N/A
Nov18_Center_post.json,Election 2025: Winners make history across the country,The state of Virginia elected its first-ever female governor.,N/A,N/A
Nov18_Center_post.json,"7 lions to be euthanized at wildlife park: ""No real options left""",The Kamo Wildlife Sanctuary in the northern city of Whangarei said it was closing down and had no choice but to euthanize the big cats.,N/A,N/A
Nov18_Center_post.json,House Republican: ‘We’re going to get killed’ in midterms,Republican Rep. Jeff Van Drew (N.J.) said his party will “get killed” in the 2026 midterms if it does not address rising health care costs. “We need to deal ...,N/A,N/A
Nov18_Center_post.json,"How the economy flipped from a red to blue issue, according to exit polls",The bread-and-butter advantage among Democrats marked a sharp turnabout.,N/A,N/A
Nov18_Center_post.json,Jacob Frey wins third term as Minneapolis mayor,"Minneapolis Mayor Jacob Frey has won a third term, defeating challenger Omar Fateh in the city's ranked-choice voting election",N/A,N/A
Nov18_Center_post.json,WATCH: Massive pod of dolphins charges past boat,"Whale watching guides off the coast of San Diego, California, were stunned by the sight of thousands of dolphins leaping past their boat.",N/A,N/A
Nov18_Center_post.json,WATCH: David Beckham knighted by King Charles at Windsor Castle,Soccer legend David Beckham is now Sir David Beckham after being knighted Tuesday by King Charles III.,N/A,N/A
Nov18_Right_post.json,"Muslim Socialist Zohran Mamdani Lies in Post-Election Interview, Says Trump Is Cutting SNAP Benefits","Muslim socialist Zohran Mamdani, the mayor-elect in New York City, lied in a post-election interview, stating that President Donald Trump — not fellow Democrats — cut Supplemental Nutrition Assistance Program (SNAP) benefits in the government shutdown. The po…",Trump,Negative
Nov18_Right_post.json,Socialist Zohran Mamdani Vows to Fight Trump Administration over Trump Funding Threats,"New York City (NYC) Democrat socialist mayoral candidate Zohran Mamdani vowed that if elected to be the next mayor of the city, he would fight against President Donald Trump and his administration in response to threats to stop federal funding from going to t…",Trump,Positive
Nov18_Right_post.json,WATCH: Zohran Mamdani Tries to Blame Trump for Election-Day Bomb Threats,"New York City mayoral candidate, socialist Zohran Mamdani, appeared to blame President Donald Trump for bomb threats at polling places in New Jersey on Tuesday as voters showed up to cast their ballots. The post WATCH: Zohran Mamdani Tries to Blame Trump for …",Trump,Negative
Nov18_Right_post.json,Actress Debra Messing Shares Viral Meme Calling Zohran Mamdani a 'Communist Jihadist',"""Will & Grace"" star Debra Messing shared a viral meme on Election Day Tuesday, to her 1.4 million Instagram followers, calling newly elected New York City Mayor Zohran Mamdani an ""actual Communist Jihadist."" The post Actress Debra Messing Shares Viral Meme Ca…",Racism,Negative
Nov18_Right_post.json,"*** Election Night LiveWire *** Results in New York, New Jersey, Virginia as Zohran Mamdani Rises to Become Leader of Democrat Party","Socialist Zohran Mamdani will complete his hostile takeover of the Democrat Party nationally, assuming the polls are right and he is elected mayor of New York City on Tuesday. When the race is called, assuming he wins, Mamdani will have successfully supplante…",Gossip,Negative
Nov18_Right_post.json,"Very Good, New York': Colombia’s Marxist President Gustavo Petro Celebrates Mamdani Win","Gustavo Petro, Colombia's far-left president, celebrated the election of socialist Zohran Mamdani as mayor of New York City. The post ‘Very Good, New York’: Colombia’s Marxist President Gustavo Petro Celebrates Mamdani Win appeared first on Breitbart.",Mayoral Election (coverage),Positive
Nov18_Right_post.json,Clyburn: Calling Mamdani a Communist Is 'Foolishness',"Friday on CNN's ""The Arena,"" Rep. James Clyburn (D-SC) said it was foolish to call New York City Mayor-elect Zohran Mamdani (D) a communist. The post Clyburn: Calling Mamdani a Communist Is ‘Foolishness’ appeared first on Breitbart.",Gossip,Positive
Nov18_Right_post.json,Michael Rapaport Slams Zohran Mamdani Over His Refusal to Condemn Hamas: 'He Is So Full of F**king S**t',"Michael Rapaport slammed Democrat Socialist New York City mayoral frontrunner Zohran Mamdani over his refusal to call on the terrorist group Hamas to lay down their arms. ""He is so full of f**king s**t,"" the actor declared. The post Michael Rapaport Slams Zoh…",Isreal-Palestine Conflict,Negative
Nov18_Right_post.json,Dave Portnoy Rejoices Over Leaving NYC After Socialist Zohran Mamdani's Election,Barstool Sports chief Dave Portnoy says he could not be more relieved that he fled New York City after Tuesday's election of Zohran Mamdani. The post Dave Portnoy Rejoices Over Leaving NYC After Socialist Zohran Mamdani’s Election appeared first on Breitbart.,NYC Exodus/Degredation,Negative
Nov18_Right_post.json,"50 Cent Blasts Zohran Mamdani's Plans to Tax the Rich, Defund Police: 'Rest In Peace New York City'",Music and multimedia mogul 50 Cent is coming out once again against newly-elected New York City Mayor Zohran Mamdani and the socialist's plans to tax the rich to fund his vast government-backed priorities and to defund the city's police force. The post 50 Ce…,Mayoral Election (analysis),Negative
Nov18_Right_post.json,Trump Endorses Cuomo for NYC Mayor,State of the Union: Cuomo earns President Trump’s seal of approval the night before Tuesday’s election. The post Trump Endorses Cuomo for NYC Mayor appeared first on The American Conservative.,Trump,Negative
Nov18_Right_post.json,"Stephen Colbert, Jimmy Kimmel Celebrate Socialist Zohran Madani’s NYC Mayor Election","The left-wing late-night TV hosts were giddy Wednesday in celebration of the winning campaign of socialist mayor-elect of New York City, Zohran Mamdani. The post Stephen Colbert, Jimmy Kimmel Celebrate Socialist Zohran Madani’s NYC Mayor Election appeared fir…",Mayoral Election (coverage),Positive
Nov18_Right_post.json,Muslims Gloat over Zohran Mamdani's Election Victory: 'America's Mayor',Islamic advocates are gloating over the election of a Muslim immigrant to the mayoralty of New York City. The post Muslims Gloat over Zohran Mamdani’s Election Victory: ‘America’s Mayor’ appeared first on Breitbart.,Racism,Negative
Nov18_Right_post.json,"Andrew Cuomo Distances Himself from Trump Endorsement: POTUS 'Does Not Support Me,' Opposes 'Existential Threat' Mamdani","Former New York Gov. and New York City mayoral candidate Andrew Cuomo (D) responded to the news that President Donald Trump endorsed him, pointing out that Trump ""opposes"" Democrat Socialist NYC mayoral candidate Zohran Mamdani more, and believes Mamdani is a…",Trump,Negative
Nov18_Right_post.json,Billionaire Alex Soros Hails Socialist Zohran Mamdani's Victory: 'The American Dream Continues',"Alex Soros, the son of leftist billionaire megadonor George Soros, on Tuesday hailed socialist Zohran Mamdani's election to become the next mayor of New York City. The post Billionaire Alex Soros Hails Socialist Zohran Mamdani’s Victory: ‘The American Dream C…",Mayoral Election (analysis),Negative
Nov18_Right_post.json,Hochul: I Endorsed Mamdani 'Because I Want to Have a Relationship With' NYC's Mayor,"On Friday’s broadcast of CNN’s “OutFront,” New York Gov. Kathy Hochul (D) stated that she endorsed New York City Mayor-Elect Assemblyman Zohran Mamdani (D) “because I want to have a relationship with…who I thought would be the next mayor of The post Hochul: I…",Mayoral Election (analysis),Positive
Nov18_Right_post.json,Informal Mamdani Adviser: His Israel Views Are Crucial to Getting Support,"During a portion of an interview with PBS aired on Monday’s “PBS NewsHour,” Patrick Gaspard, an informal adviser to the campaign of New York City mayoral candidate Assemblyman Zohran Mamdani, said that Mamdani’s (D) views on Israel and Gaza are The post Infor…",Isreal-Palestine Conflict,Neutral
Nov18_Right_post.json,"FDNY Commissioner Hands In Resignation Less than 12 Hours After Mamdani Win, Other Top Officials Expected to Follow Suit","FDNY Commissioner Robert Tucker handed in his resignation on Wednesday, less than 12 hours after Democrat Socialist Zohran Mamdani was announced the winner of New York City's mayoral election. The post FDNY Commissioner Hands In Resignation Less than 12 Hours…",Mayoral Election (analysis),Negative
Nov18_Right_post.json,Maher: Dems Should Be Questioned on if They Align with Mamdani,"On Friday’s broadcast of HBO’s “Real Time,” host Bill Maher stated that Democrats should be questioned about if they want the party to go in the direction of the democratic socialism pushed by New York City Mayor-Elect Assemblyman Zohran Mamdani (D). The post…",Democrat Party Politics,Negative
Nov18_Right_post.json,Jon Voight Urges Trump to 'Terminate' Zohran Mamdani's Election Victory to Stop NYC from Becoming a 'Socialist Crap City',"Jon Voight is calling on President Donald Trump to ""terminate"" socialist Zohran Mamdani's mayoral win in New York City. The post Jon Voight Urges Trump to ‘Terminate’ Zohran Mamdani’s Election Victory to Stop NYC from Becoming a ‘Socialist Crap City’ appeared…",Trump,Negative
Nov18_Right_post.json,Gov. DeSantis Asks If Florida Should Impose Tariffs on Fleeing New Yorkers or Build a Wall,Florida Gov. Ron DeSantis (R) is trolling after New York City's election of Muslim socialist Zohran Mamdani as mayor. The post Gov. DeSantis Asks If Florida Should Impose Tariffs on Fleeing New Yorkers or Build a Wall appeared first on Breitbart.,NYC Exodus/Degredation,Negative
Nov18_Right_post.json,"Trump Urges NYC to Vote for Andrew Cuomo, Warns Voting for Curtis Sliwa 'Is a Vote For' Socialist Mamdani","President Donald Trump encouraged people in New York City to vote for former New York Gov. Andrew Cuomo (D) in the city's mayoral election, warning that a vote for NYC Republican mayoral candidate Curtis Sliwa is a ""vote for"" socialist Zohran Mamdani, the Dem…",Trump,Negative
Nov18_Right_post.json,"CAIR Ohio Director: Mamdani Victory a ‘Referendum’ on Palestinian Resistance, ‘Coup’ Against Democrat Establishment","The executive director of the Council on American-Islamic Relations’ (CAIR) Ohio chapter described the election of New York City’s new socialist mayor, Zohran Mamdani, as both a “coup” against the Democratic Party elites and a “referendum” on Palestinian and …",Isreal-Palestine Conflict,Negative
Nov18_Right_post.json,Breitbart Business Digest: What Mamdani’s Victory Reveals About America’s New Class Politics,Zohran Mamdani won big because he tapped into something that cuts across traditional class boundaries: a pervasive sense that the fundamental bargain of American economic life has broken down. The post Breitbart Business Digest: What Mamdani’s Victory Reveals…,Mayoral Election (analysis),Positive
Nov18_Right_post.json,CNN's Van Jones: Mamdani 'Missed an Opportunity' with Divisive Victory Speech,"Early Wednesday, following New York City Mayor-elect Zohran Mamdani's victory speech, CNN contributor Van Jones gave the speech low marks for its rhetoric. The post CNN’s Van Jones: Mamdani ‘Missed an Opportunity’ with Divisive Victory Speech appeared first o…",Mayoral Election (coverage),Negative
Nov18_Right_post.json,"Exclusive — Veteran Democratic Operative: Mamdani, Radical DSA Seized Democratic Party 'Carcass'","With Election Day drawing to a close in New York City, veteran Democratic operative Hank Sheinkopf warned that a victory by socialist frontrunner Zohran Mamdani would mark not only the end of Jewish New York but the hijacking of the Democratic Party’s remains…",Democrat Party Politics,Negative
Nov18_Right_post.json,Exclusive — Emmer: Mamdani Victory Marks the ‘Death of the Democrat Party’,House Majority Whip Tom Emmer told Breitbart News his view of New York City mayor-elect Zohran Mamdani’s win reflects a broader shift he believes is underway inside the Democrat Party. The post Exclusive — Emmer: Mamdani Victory Marks the ‘Death of the Democr…,Democrat Party Politics,Negative
Nov18_Right_post.json,Javier Milei Invites New Yorkers Fleeing Socialist Mamdani to Move to Argentina,"Argentine President Javier Milei issued a message this weekend welcoming New Yorkers seeking to flee Mayor-elect Zohran Mamdani's socialist agenda to move to his country, recalling the long immigrant-friendly history of the Argentine Republic. The post Javier…",NYC Exodus/Degredation,Negative
Nov18_Right_post.json,Maher: Single-Payer Healthcare Failed in Bernie's Home State,"During his closing monologue on Friday’s broadcast of HBO’s “Real Time,” host Bill Maher stated that the Democratic socialism pushed by New York City Mayor-Elect Assemblyman Zohran Mamdani (D), Rep. Alexandria Ocasio-Cortez (D-NY), and Sen. Bernie Sanders (I-…",Mayoral Election (coverage),N/A
Nov18_Right_post.json,Trump Says America Is at Crossroads of 'Communism and Common Sense' After Mamdani's Win,"President Donald Trump said Wednesday in Miami, Florida, that America is at a crossroads ""between communism and common sense"" after radical leftist Zohran Mamdani won the New York City mayoral race. The post Trump Says America Is at Crossroads of ‘Communism a…",Trump,Negative
Nov18_Right_post.json,Breitbart Business Digest: Brooklyn’s Unaffordable Professional Precincts Are America’s Next Rust Belt,The white collar workers in Brooklyn who elected Zohran Mamdani are experiencing the economic displacement felt by blue collar workers in the Rust Belt three decades ago. They are the natural next chapter of the Make America Great Again coalition. The post Br…,NYC Exodus/Degredation,Negative
Nov18_Left_pre.json,The GOP's move to take Mamdani national: From the Politics Desk,Republicans are increasingly eager to elevate New York City mayoral front-runner Zohran Mamdani ahead of next year's midterm elections.,Democrat Party Politics,Neutral
Nov18_Left_pre.json,Lis Smith Thinks Democrats Treat Voters Like Children,"Lis Smith, the outspoken Democratic campaign strategist, discusses Andrew Cuomo’s flailing campaign, Senator Ruben Gallego’s promise, and why Democrats need to speak to voters differently.",N/A,N/A
Nov18_Left_pre.json,Republicans work to make Zohran Mamdani the face of the Democratic Party,"Republicans are working to tie Zohran Mamdani, the Democratic socialist running for New York mayor, to the entire Democratic Party ahead of the midterm elections next year.",Democrat Party Politics,Neutral
Nov18_Left_pre.json,Trump endorses Andrew Cuomo on eve of New York mayoral election: 'You really have no choice',"The president endorsed Cuomo, who is running as an independent against Democratic nominee Zohran Mamdani, instead of Republican candidate Curtis Sliwa.",Trump,Negative
Nov18_Left_pre.json,Democrats find a post-Trump message: Make life more affordable,"From Zohran Mamdani in New York to Mikie Sherrill in New Jersey and Abigail Spanberger in Virginia, Democrats are showing what they’ve learned from Trump’s win.",Democrat Party Politics,Neutral
Nov18_Left_pre.json,"Zohran Mamdani decries 'racist, baseless attacks' in an emotional speech about Islamophobia in New York City","One day before early voting begins in the New York mayoral race, Democratic nominee Zohran Mamdani condemned the “racist, baseless” attacks he’s faced in recent days, saying the attacks exemplify the islamophobia Muslims all over New York face every day.""I ha…",Racism,Positive
Nov18_Left_pre.json,Zohran Mamdani and Andrew Cuomo trade insults in final NYC mayoral debate,Zohran Mamdani and Andrew Cuomo clashed Wednesday in a final New York City mayoral debate that put on full display their personal animosity and their array of disagreements on both city and national issues,Mayoral Election (coverage),Neutral
Nov18_Left_pre.json,Zohran Mamdani's rise shines a brighter spotlight on democratic socialists,"Mamdani’s surge past former Gov. Andrew Cuomo in June’s Democratic primary for New York City mayor didn’t just put the 34-year-old state assemblyman on the political map. It also shined a brighter spotlight on the Democratic Socialists of America, or DSA.",Democrat Party Politics,Positive
Nov18_Left_pre.json,Cuomo says 'that's another problem' when radio host says Mamdani would cheer a terror attack,"Former New York Gov. Andrew Cuomo appeared to laugh briefly and agree with a radio host who said during a Thursday interview that Zohran Mamdani would be ""cheering"" if ""another 9/11"" happened on his watch.",Racism,Negative
Nov18_Left_pre.json,Pro-Andrew Cuomo super PAC depicts Zohran Mamdani in front of Twin Towers attack in late ad,A super PAC supporting former New York Gov.,Racism,
Nov18_Left_pre.json,Democrats White-Knuckling Close New Jersey Governor’s Race,"Democrat Mikie Sherrill is favored to win New Jersey’s close governor’s race, but Jack Ciattarelli beat expectations in 2021, as did Trump last year.",N/A,N/A
Nov18_Left_pre.json,"Views of capitalism slip, but socialism is still unpopular even as Mamdani gains prominence","The share of registered voters with positive views of capitalism has dropped under 50% for the first time in seven years of NBC News polling on the issue — a shift that comes as some democratic socialists, like New York mayoral hopeful Zohran Mamdani, gain pr…",Mayoral Election (analysis),Neutral
Nov18_Left_pre.json,Report shows massive scale of Trump family’s crypto gambit,"Plus, Trump Jr.’s drone company nets a government contract, Kyrsten Sinema’s tech fantasies spark outcry, the Trump admin expands surveillance, and more.",N/A,N/A
Nov18_Left_pre.json,New York City Mayor Eric Adams backs Andrew Cuomo in the race to succeed him,New York City Mayor Eric Adams is set to endorse former Gov.,Mayoral Election (coverage),Negative
